,CAN,COMPR,D774781,D81Q1,D82Q1,D841,D84Q2,D872,D891924,D894,D911P,D92Q4,D93Q1,D971P,D98Q1,D993P,DS1,DS2,DS3,DS4,EEN,EER,FDD,GCD,GCN,GCN_YEN,GCR,GDN,GDN_DIS,GDN_DIS_YEN,GDN_YEN,GEN,GEN_YEN,GIN,GIN_OTHER,GIN_OTHER_YEN,GIN_YEN,GIX,GLN,GLN_DIS,GLN_DIS_YEN,GLN_YEN,GON,GPN,GPN_YEN,GRN,GRN_YEN,GSN,GSN_YEN,GYN,GYN_YEN,HEG,HEX,HICP,INFQ,INFT,INN,INN_YEN,ITD,ITN,ITR,KSR,LEN,LFN,LNN,LNT,LPROD,LSL,LSR,LTN,MTD,MTN,MTR,NFA,NFN,NFN_YEN,OGN,OGN_YEN,PCD,PCN,PCR,PYN,PYN_DIS,PYN_DIS_YEN,PYR,S1,S3,SCD,SCN,SCR,SSN,SSN_YEN,STN,STRQ,T931P,TBN,TBR,TDN,TDN_YEN,TFT,TIME,TIN,TIN_YEN,TKN,TKN_YEN,TRN,TRN_FIRMS,TRN_FIRMS_YEN,TRN_OTHER,TRN_OTHER_YEN,TRN_YEN,ULC,ULT,UNN,URT,URX,WIN,WLN,WLR,WRN,XTD,XTN,XTR,YED,YEN,YEN_DIS,YER,YER_DIS,YET,YFD,YFN,YGA,YIN,YIN_DIS,YWD,YWDX,YWR,YWRX
1988Q1,"-4328,4568 ","32,8899 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0575 ","1,2000 ","1390196,5289 ","0,7357 ","174647,3755 ","0,2052 ","237376,2384 ","449233,3066 ","-1806,5576 ","-0,0021 ","0,5279 ","437561,0792 ","0,5142 ","26448,6700 ","17618,5409 ","0,0207 ","0,0311 ","8,7614 ","-36270,8625 ","0,0000 ","0,0000 ","-0,0426 ","310757,8963 ","1241,3276 ","0,0015 ","385327,9684 ","0,5813 ","-10678,8351 ","-0,0125 ","163968,5403 ","0,1927 ","74,1588 ","76,2251 ","75,7480 ","0,0094 ","0,0072 ","37512,1901 ","0,0441 ","0,7858 ","188093,3609 ","239355,9041 ","14853270,1755 ","97112,8778 ","131625,1696 ","119132,4576 ","119767,5377 ","9,6116 ","118712,4992 ","400437,9028 ","8,8605 ","0,8826 ","216356,6032 ","245137,4232 ","-82616,8820 ","-3866,9196 ","-0,0045 ","32405,5608 ","0,0381 ","0,7368 ","483722,3802 ","656545,4365 ","589671,6859 ","-93458,7376 ","-0,1098 ","800348,0309 ","1,0000 ","0,0000 ","1,1125 ","4964,3042 ","4462,3080 ","140087,3727 ","0,1646 ","7,4425 ","0,0087 ","0,0000 ","-461,5373 ","7319,2187 ","99270,6814 ","0,1167 ","1,3965 ","73,0000 ","79563,9193 ","0,0935 ","2512,9352 ","0,0030 ","141872,4172 ","31487,4989 ","0,0370 ","7974,3866 ","0,0094 ","0,1667 ","0,4023 ","0,4023 ","12492,7120 ","0,0901 ","0,0949 ","460644,0678 ","13386480,9336 ","18169167,5393 ","3,8667 ","0,8552 ","215895,0659 ","252456,6419 ","0,7432 ","850965,8834 ","0,0000 ","1145059,1057 ","0,0000 ","1151147,2901 ","0,6737 ","771401,9641 ","0,9947 ","850965,8834 ","0,0000 ","0,7850 ","0,8451 ","85,8814 ","25537,9128 "
1988Q2,"16,0132 ","34,6757 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0852 ","1,1495 ","1409508,5647 ","0,7431 ","177037,0239 ","0,2039 ","238232,5087 ","458375,4157 ","-77,8771 ","-0,0001 ","0,5279 ","444119,4559 ","0,5115 ","27171,0257 ","17022,6338 ","0,0196 ","0,0313 ","8,7440 ","-36879,9446 ","0,0000 ","0,0000 ","-0,0425 ","317326,5916 ","1174,8628 ","0,0014 ","392451,0336 ","0,5797 ","-10011,0897 ","-0,0115 ","167025,9342 ","0,1924 ","74,7005 ","76,7902 ","76,2955 ","0,0099 ","0,0111 ","38054,8075 ","0,0438 ","0,7951 ","193898,9165 ","243878,2727 ","14948615,7464 ","97579,9669 ","131963,8430 ","119569,4865 ","120004,5211 ","9,6646 ","119296,4207 ","401823,0476 ","8,7667 ","0,8905 ","226123,9245 ","253923,2586 ","-82600,8688 ","-3955,7810 ","-0,0046 ","32316,5924 ","0,0372 ","0,7450 ","491832,1829 ","660177,1583 ","598555,3929 ","-98755,5924 ","-0,1137 ","803429,7310 ","0,0000 ","0,0000 ","1,1210 ","1552,7830 ","1385,1447 ","142500,5811 ","0,1641 ","7,2491 ","0,0078 ","0,0000 ","3971,7942 ","11912,2216 ","100537,2806 ","0,1158 ","1,4018 ","74,0000 ","82552,2745 ","0,0951 ","2536,3269 ","0,0029 ","144539,0340 ","32007,9782 ","0,0369 ","8286,9529 ","0,0095 ","0,1665 ","0,4053 ","0,4054 ","12394,3566 ","0,0906 ","0,0939 ","468413,8344 ","13636012,0186 ","18303364,3963 ","3,9175 ","0,8656 ","230095,7187 ","265835,4802 ","0,7514 ","868292,7005 ","0,0000 ","1155585,3061 ","0,0000 ","1159691,2492 ","0,6800 ","785740,4261 ","0,9965 ","868292,7005 ","0,0000 ","0,7928 ","0,8635 ","86,5964 ","25702,8375 "
1988Q3,"-5393,1481 ","31,8803 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,1291 ","1,0313 ","1432775,8483 ","0,7533 ","180234,0362 ","0,2032 ","239258,9245 ","468168,6669 ","617,4853 ","0,0007 ","0,5279 ","452593,1648 ","0,5103 ","27890,1105 ","17385,9162 ","0,0196 ","0,0314 ","8,7856 ","-36703,0637 ","0,0000 ","0,0000 ","-0,0414 ","325892,3888 ","2305,4514 ","0,0026 ","400748,3697 ","0,5794 ","-9165,9713 ","-0,0103 ","171068,0649 ","0,1929 ","74,7319 ","77,0707 ","76,8794 ","0,0103 ","0,0097 ","39008,5151 ","0,0440 ","0,8048 ","199585,7565 ","247984,6435 ","15047114,2325 ","97957,4729 ","132193,9147 ","119871,1089 ","120084,8351 ","9,7596 ","120511,0969 ","407588,1109 ","8,9362 ","0,9126 ","239912,2436 ","262877,4207 ","-87994,0169 ","-3111,3546 ","-0,0035 ","32874,8021 ","0,0371 ","0,7523 ","503794,4347 ","669687,0561 ","609025,4594 ","-103701,2156 ","-0,1169 ","809569,2189 ","0,0000 ","1,0000 ","0,9668 ","5573,6606 ","5765,0633 ","145126,5990 ","0,1636 ","7,9626 ","0,0090 ","0,0000 ","-2281,7935 ","7202,7402 ","102969,3769 ","0,1161 ","1,4069 ","75,0000 ","84846,2143 ","0,0957 ","2597,2030 ","0,0029 ","147282,4842 ","32334,1744 ","0,0365 ","8457,9281 ","0,0095 ","0,1661 ","0,4070 ","0,4086 ","12322,8058 ","0,0916 ","0,0932 ","476167,4914 ","13895066,3382 ","18470521,7645 ","3,9723 ","0,8799 ","237630,4501 ","270080,1608 ","0,7581 ","886906,0945 ","0,0000 ","1169898,4276 ","0,0000 ","1167416,6407 ","0,6856 ","802059,8802 ","1,0021 ","886906,0945 ","0,0000 ","0,8033 ","0,8906 ","87,6770 ","26087,5927 "
1988Q4,"-3174,3693 ","30,7873 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,1148 ","1,1033 ","1448585,0933 ","0,7617 ","183831,4339 ","0,2027 ","241333,6054 ","478500,7375 ","1422,8459 ","0,0016 ","0,5277 ","460577,3363 ","0,5079 ","28594,5959 ","16612,6692 ","0,0183 ","0,0315 ","8,9136 ","-35636,8988 ","0,0000 ","0,0000 ","-0,0393 ","336684,6774 ","4767,1499 ","0,0053 ","410184,7704 ","0,5803 ","-7884,0412 ","-0,0087 ","175947,3927 ","0,1940 ","74,4480 ","77,6853 ","77,4732 ","0,0106 ","0,0105 ","40404,0487 ","0,0446 ","0,8127 ","205206,2104 ","252486,4961 ","15149129,5863 ","98292,8653 ","132182,8448 ","120184,0136 ","120102,4099 ","9,8243 ","121111,6054 ","410607,8030 ","8,9078 ","0,9145 ","244959,5604 ","267866,9191 ","-91168,3862 ","-5458,6093 ","-0,0060 ","34139,6404 ","0,0376 ","0,7602 ","512932,6960 ","674694,6972 ","621870,0666 ","-103536,6666 ","-0,1142 ","817987,3101 ","-1,0000 ","-1,0000 ","0,8472 ","2558,1549 ","3019,6922 ","147931,5564 ","0,1631 ","8,4628 ","0,0099 ","0,0000 ","2284,2399 ","9183,6832 ","107008,3628 ","0,1180 ","1,4120 ","76,0000 ","85975,2275 ","0,0948 ","2698,7403 ","0,0030 ","150052,8175 ","32431,2429 ","0,0358 ","8650,5282 ","0,0095 ","0,1655 ","0,4100 ","0,4118 ","11998,8311 ","0,0914 ","0,0908 ","484152,8302 ","14135158,2728 ","18592919,5103 ","4,0284 ","0,8924 ","247243,8003 ","277050,6023 ","0,7680 ","906812,7351 ","0,0000 ","1180718,1742 ","0,0000 ","1174811,7881 ","0,6952 ","820837,5076 ","1,0050 ","906812,7351 ","0,0000 ","0,8135 ","0,8982 ","88,5075 ","26305,4159 "
1989Q1,"-12517,9367 ","36,2415 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,1355 ","1,0603 ","1468965,1357 ","0,7772 ","187068,0562 ","0,2015 ","240687,7126 ","489817,8476 ","2672,4599 ","0,0029 ","0,5275 ","469172,1997 ","0,5052 ","29361,0517 ","16038,7480 ","0,0173 ","0,0316 ","9,0486 ","-34578,6008 ","0,0000 ","0,0000 ","-0,0372 ","343952,8897 ","7322,8476 ","0,0079 ","422783,2680 ","0,5812 ","-3796,5325 ","-0,0041 ","183271,5237 ","0,1974 ","77,1440 ","78,5746 ","78,4672 ","0,0112 ","0,0115 ","41901,4484 ","0,0451 ","0,8221 ","212916,0373 ","259004,5284 ","15256642,8189 ","98918,6503 ","132510,9030 ","120716,0290 ","120363,6574 ","9,8958 ","122223,8328 ","417574,1692 ","9,3401 ","0,9371 ","257107,8558 ","274377,9095 ","-103686,3229 ","-9291,4782 ","-0,0100 ","35493,6503 ","0,0382 ","0,7691 ","523876,7103 ","681197,9120 ","632705,1124 ","-103339,3063 ","-0,1113 ","822707,6964 ","1,0000 ","0,0000 ","1,1445 ","7973,0755 ","6966,3662 ","151027,2066 ","0,1626 ","9,5018 ","0,0117 ","0,0000 ","-3226,4585 ","6730,7069 ","111679,1975 ","0,1203 ","1,4169 ","77,0000 ","89202,2605 ","0,0961 ","2807,4005 ","0,0030 ","153115,3273 ","32573,5527 ","0,0351 ","9114,0154 ","0,0098 ","0,1649 ","0,4147 ","0,4174 ","11794,8740 ","0,0917 ","0,0890 ","495452,2706 ","14397388,6828 ","18720952,6919 ","4,1043 ","0,9031 ","253881,3973 ","281108,6164 ","0,7773 ","928607,4207 ","0,0000 ","1194587,2262 ","0,0000 ","1183657,5758 ","0,7027 ","839405,1602 ","1,0092 ","928607,4207 ","0,0000 ","0,8224 ","0,9153 ","89,4551 ","26637,9274 "
1989Q2,"-4376,5712 ","37,0260 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,1369 ","1,0308 ","1488604,1697 ","0,7799 ","189141,3116 ","0,2000 ","242527,4775 ","498671,5499 ","534,3701 ","0,0006 ","0,5274 ","475315,1524 ","0,5027 ","29983,1214 ","15741,2002 ","0,0166 ","0,0317 ","9,1173 ","-33277,3289 ","0,0000 ","0,0000 ","-0,0352 ","351579,6744 ","9930,4750 ","0,0105 ","431087,5534 ","0,5822 ","-1406,8132 ","-0,0015 ","187734,4983 ","0,1985 ","79,2751 ","79,4405 ","79,3717 ","0,0106 ","0,0151 ","43207,8038 ","0,0457 ","0,8322 ","217673,1562 ","261572,8228 ","15365649,2135 ","99446,3979 ","132846,6639 ","121206,3786 ","120611,0815 ","9,9495 ","122890,8066 ","424152,9465 ","9,5840 ","0,9607 ","271544,1034 ","282660,4976 ","-108062,8941 ","-898,9405 ","-0,0010 ","36689,0029 ","0,0388 ","0,7807 ","535164,7239 ","685452,4777 ","643658,1681 ","-113252,6591 ","-0,1198 ","824413,6177 ","0,0000 ","0,0000 ","1,0705 ","7042,7050 ","6578,7773 ","153348,6487 ","0,1622 ","9,6770 ","0,0127 ","0,0000 ","-3477,6306 ","9812,1168 ","114847,7769 ","0,1215 ","1,4217 ","78,0000 ","90769,2363 ","0,0960 ","2903,5358 ","0,0031 ","155390,1603 ","32529,3527 ","0,0344 ","9322,2023 ","0,0099 ","0,1643 ","0,4173 ","0,4199 ","11640,2853 ","0,0921 ","0,0876 ","503195,3554 ","14673461,4984 ","18794139,6185 ","4,1516 ","0,9166 ","268066,4728 ","292472,6143 ","0,7841 ","945544,2661 ","0,0000 ","1205943,6721 ","0,0000 ","1192485,8742 ","0,7088 ","854775,0298 ","1,0113 ","945544,2661 ","0,0000 ","0,8307 ","0,9276 ","89,8098 ","26791,4875 "
1989Q3,"-4891,6417 ","35,0501 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,1220 ","1,0463 ","1494822,1722 ","0,7917 ","192876,6451 ","0,2007 ","243637,0016 ","508772,3847 ","1588,6607 ","0,0017 ","0,5295 ","484833,2827 ","0,5046 ","30543,4385 ","17053,3139 ","0,0177 ","0,0318 ","9,2508 ","-34048,6964 ","0,0000 ","0,0000 ","-0,0354 ","352553,7350 ","10563,5212 ","0,0110 ","439625,5262 ","0,5824 ","-540,7348 ","-0,0006 ","192335,9103 ","0,2002 ","78,8182 ","79,7991 ","79,9263 ","0,0109 ","0,0093 ","44612,2176 ","0,0464 ","0,8377 ","220650,9502 ","263409,9591 ","15475402,6805 ","100156,6724 ","133443,6202 ","121854,5881 ","121033,9999 ","9,9558 ","122867,2307 ","430588,2501 ","9,6066 ","0,9561 ","269293,0495 ","281667,2059 ","-112954,5357 ","-512,1685 ","-0,0005 ","37679,3692 ","0,0392 ","0,7880 ","546403,2634 ","693395,7146 ","655138,0963 ","-112815,2121 ","-0,1174 ","831382,2021 ","0,0000 ","1,0000 ","0,8158 ","5250,0016 ","6435,3035 ","155645,0474 ","0,1620 ","10,0870 ","0,0134 ","0,0000 ","-4379,4732 ","6276,9874 ","116628,8076 ","0,1214 ","1,4263 ","79,0000 ","94375,7088 ","0,0982 ","2929,7308 ","0,0030 ","157622,7527 ","32366,8624 ","0,0337 ","9758,0524 ","0,0102 ","0,1641 ","0,4236 ","0,4245 ","11589,0321 ","0,0930 ","0,0868 ","513871,9433 ","14885434,9356 ","18889888,6312 ","4,2171 ","0,9200 ","264913,5763 ","287944,1933 ","0,7920 ","960801,3871 ","0,0000 ","1213154,9663 ","0,0000 ","1202274,1504 ","0,7142 ","866425,6783 ","1,0091 ","960801,3871 ","0,0000 ","0,8418 ","0,9297 ","90,3918 ","27005,3379 "
1989Q4,"-3532,3804 ","36,9566 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0693 ","1,1334 ","1516148,6986 ","0,8029 ","195654,2417 ","0,1988 ","243677,8143 ","525407,4063 ","7255,2862 ","0,0074 ","0,5339 ","497711,5816 ","0,5058 ","31340,9590 ","19105,3906 ","0,0194 ","0,0318 ","9,4731 ","-37518,9414 ","0,0000 ","0,0000 ","-0,0381 ","363004,9602 ","9054,2536 ","0,0092 ","447275,2497 ","0,5817 ","-2895,9996 ","-0,0029 ","192758,2421 ","0,1959 ","81,1678 ","80,5070 ","80,6548 ","0,0111 ","0,0110 ","46573,1950 ","0,0473 ","0,8480 ","228622,8980 ","269605,4628 ","15590254,1165 ","100890,0301 ","134070,3015 ","122673,7375 ","121572,1641 ","9,9923 ","123781,7509 ","440048,7878 ","10,0966 ","0,9499 ","275812,9082 ","290352,0663 ","-116486,9161 ","2933,7385 ","0,0030 ","38813,8343 ","0,0394 ","0,7967 ","558148,9095 ","700584,0740 ","671526,3618 ","-122705,8172 ","-0,1247 ","842894,5507 ","-1,0000 ","-1,0000 ","0,8558 ","8096,7522 ","9460,5378 ","159483,4591 ","0,1621 ","11,0555 ","0,0155 ","0,0000 ","-6466,1189 ","2468,7433 ","118076,4110 ","0,1200 ","1,4307 ","80,0000 ","95594,7016 ","0,0971 ","2906,0173 ","0,0030 ","161398,4727 ","32400,8265 ","0,0329 ","11238,4961 ","0,0114 ","0,1640 ","0,4287 ","0,4294 ","11396,5640 ","0,0932 ","0,0850 ","525457,0208 ","15205531,6413 ","19085862,4330 ","4,2834 ","0,9198 ","269346,7893 ","292820,8096 ","0,8028 ","984056,6826 ","0,0000 ","1225796,6323 ","0,0000 ","1212635,4464 ","0,7248 ","888461,9810 ","1,0109 ","984056,6826 ","0,0000 ","0,8520 ","0,9163 ","91,0552 ","27305,3392 "
1990Q1,"-12540,3998 ","37,0425 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9280 ","1,3606 ","1541298,7736 ","0,8161 ","201984,5516 ","0,1997 ","247507,3468 ","544436,1820 ","8715,1045 ","0,0086 ","0,5382 ","515403,9899 ","0,5095 ","32273,2054 ","21111,1741 ","0,0209 ","0,0319 ","9,6097 ","-41254,6851 ","0,0000 ","0,0000 ","-0,0408 ","372725,5656 ","7511,6976 ","0,0074 ","456752,8243 ","0,5810 ","-8157,5926 ","-0,0081 ","193826,9590 ","0,1916 ","82,5121 ","81,5474 ","81,6656 ","0,0116 ","0,0095 ","48766,3826 ","0,0482 ","0,8600 ","238733,7777 ","277595,4739 ","15711947,0493 ","101676,3737 ","134526,7594 ","123442,2489 ","122062,6787 ","10,0647 ","125360,4882 ","447540,6027 ","10,8454 ","0,9444 ","282269,0793 ","298883,7718 ","-129027,3160 ","-7294,3009 ","-0,0072 ","40121,1544 ","0,0397 ","0,8043 ","568082,0700 ","706311,4941 ","690306,5582 ","-120159,1633 ","-0,1188 ","858276,4396 ","1,0000 ","0,0000 ","1,0722 ","8032,6810 ","7491,8149 ","163998,4781 ","0,1621 ","11,2090 ","0,0153 ","0,0000 ","-5246,0990 ","3508,8721 ","119350,0371 ","0,1180 ","1,4348 ","81,0000 ","97850,8398 ","0,0967 ","2890,8065 ","0,0029 ","165854,4369 ","32541,5085 ","0,0322 ","12872,7308 ","0,0127 ","0,1640 ","0,4355 ","0,4375 ","11084,5106 ","0,0927 ","0,0824 ","541010,5759 ","15561086,4065 ","19347511,1594 ","4,3827 ","0,9161 ","277022,9803 ","302392,6439 ","0,8142 ","1011586,9813 ","0,0000 ","1242415,0018 ","0,0000 ","1222722,4686 ","0,7355 ","913736,1415 ","1,0161 ","1011586,9813 ","0,0000 ","0,8600 ","0,8670 ","91,8108 ","27604,5406 "
1990Q2,"-5339,3140 ","34,5021 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9151 ","1,3855 ","1550730,4403 ","0,8317 ","207433,1242 ","0,2013 ","249414,0536 ","559234,6228 ","3607,1584 ","0,0035 ","0,5426 ","528696,6984 ","0,5129 ","32946,5692 ","21935,8971 ","0,0213 ","0,0320 ","9,6232 ","-44765,1295 ","0,0000 ","0,0000 ","-0,0434 ","376147,0250 ","5835,8227 ","0,0057 ","464367,4929 ","0,5803 ","-12295,0000 ","-0,0119 ","195138,1243 ","0,1893 ","81,9176 ","82,3909 ","82,3670 ","0,0130 ","0,0114 ","50600,9522 ","0,0491 ","0,8720 ","240679,8012 ","276011,2747 ","15830838,8535 ","102271,6661 ","134930,3624 ","123983,0011 ","122393,6529 ","10,0666 ","125088,9666 ","459538,3952 ","10,8709 ","0,9334 ","282493,8428 ","302641,9813 ","-134366,6300 ","-788,4656 ","-0,0008 ","41112,7843 ","0,0399 ","0,8135 ","578301,1530 ","710844,0484 ","702236,5899 ","-132545,5554 ","-0,1286 ","863184,6882 ","0,0000 ","0,0000 ","0,7373 ","8845,5052 ","11997,7924 ","167188,7368 ","0,1622 ","10,6023 ","0,0125 ","0,0000 ","-4550,8485 ","-178,7101 ","120657,9645 ","0,1171 ","1,4388 ","82,0000 ","100171,7789 ","0,0972 ","2848,2609 ","0,0028 ","168966,0719 ","32387,9675 ","0,0314 ","14426,1162 ","0,0140 ","0,1639 ","0,4442 ","0,4443 ","10947,3613 ","0,0929 ","0,0811 ","554389,9312 ","15906946,8898 ","19552716,5492 ","4,4715 ","0,9189 ","277942,9943 ","302463,2712 ","0,8258 ","1030708,7351 ","0,0000 ","1248088,4590 ","0,0000 ","1231900,7946 ","0,7456 ","930536,9562 ","1,0131 ","1030708,7351 ","0,0000 ","0,8744 ","0,8695 ","92,6037 ","27825,0491 "
1990Q3,"-3657,5955 ","44,2768 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9125 ","1,4494 ","1567189,9503 ","0,8457 ","212049,1888 ","0,2020 ","250726,1148 ","573542,9297 ","2480,1564 ","0,0024 ","0,5463 ","540309,5366 ","0,5146 ","33658,4695 ","22479,1600 ","0,0214 ","0,0321 ","9,7009 ","-47312,6023 ","0,0000 ","0,0000 ","-0,0451 ","382514,6452 ","5069,3560 ","0,0048 ","474545,4551 ","0,5822 ","-12527,4190 ","-0,0119 ","199521,7698 ","0,1900 ","85,5861 ","82,7904 ","83,1272 ","0,0128 ","0,0123 ","52381,9583 ","0,0499 ","0,8797 ","243632,0735 ","276964,6432 ","15949495,1081 ","102730,2429 ","135423,3810 ","124474,6864 ","122736,1500 ","10,1198 ","125850,6788 ","472409,4788 ","10,9561 ","0,9368 ","288078,0107 ","307526,0889 ","-138024,2255 ","-3483,2934 ","-0,0033 ","42319,4199 ","0,0403 ","0,8236 ","587407,3189 ","713219,6818 ","716079,5431 ","-130812,2721 ","-0,1246 ","869451,2436 ","0,0000 ","1,0000 ","0,5425 ","6982,5993 ","12871,0836 ","170678,2380 ","0,1626 ","10,5207 ","0,0126 ","0,0000 ","-174,3021 ","5882,3381 ","123159,3755 ","0,1173 ","1,4425 ","83,0000 ","103053,5531 ","0,0982 ","2900,9671 ","0,0028 ","172256,8537 ","32433,9015 ","0,0309 ","15050,0048 ","0,0143 ","0,1641 ","0,4480 ","0,4484 ","10948,6946 ","0,0937 ","0,0808 ","564328,6802 ","16186128,0724 ","19652913,3058 ","4,5337 ","0,9186 ","287903,7086 ","313408,4270 ","0,8335 ","1049896,8784 ","0,0000 ","1259663,8614 ","0,0000 ","1240886,9887 ","0,7517 ","946843,3254 ","1,0151 ","1049896,8784 ","0,0000 ","0,8878 ","0,8736 ","92,5234 ","27889,0553 "
1990Q4,"-7676,1081 ","49,3926 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,8966 ","1,5589 ","1584115,9069 ","0,8579 ","216393,1365 ","0,2026 ","252248,1601 ","586885,8720 ","1163,2831 ","0,0011 ","0,5494 ","550639,5976 ","0,5154 ","34391,5146 ","22814,1881 ","0,0214 ","0,0322 ","9,7639 ","-48718,6365 ","0,0000 ","0,0000 ","-0,0456 ","383566,3203 ","5340,5311 ","0,0050 ","488116,2071 ","0,5868 ","-8377,3924 ","-0,0078 ","208015,7440 ","0,1947 ","89,8650 ","83,5719 ","84,2000 ","0,0123 ","0,0145 ","54059,1676 ","0,0506 ","0,8881 ","247812,4347 ","279051,7141 ","16069051,8711 ","103370,2012 ","135888,9310 ","125037,0115 ","123251,9695 ","10,1313 ","125901,3676 ","481524,9294 ","11,0687 ","0,9532 ","302473,9323 ","317324,0324 ","-145700,3336 ","-6366,4484 ","-0,0060 ","43737,6376 ","0,0409 ","0,8356 ","601223,9802 ","719507,6560 ","729359,0005 ","-124534,2048 ","-0,1166 ","872851,7194 ","-1,0000 ","-1,0000 ","0,4559 ","4155,5061 ","9115,4507 ","174394,1552 ","0,1632 ","11,0299 ","0,0142 ","0,0000 ","-1309,6597 ","6868,8936 ","126938,8208 ","0,1188 ","1,4460 ","84,0000 ","107294,0229 ","0,1004 ","3059,7046 ","0,0029 ","175639,6797 ","32691,8660 ","0,0306 ","14650,0451 ","0,0137 ","0,1644 ","0,4558 ","0,4551 ","10851,9195 ","0,0930 ","0,0799 ","577415,0544 ","16471996,9162 ","19712666,6287 ","4,6180 ","0,9290 ","301164,2725 ","324192,9260 ","0,8433 ","1068275,3977 ","0,0000 ","1266791,8745 ","0,0000 ","1250747,3806 ","0,7586 ","960981,3748 ","1,0128 ","1068275,3977 ","0,0000 ","0,8936 ","0,8756 ","92,2292 ","27935,3239 "
